experiment_id,metric,day,control_n,control_mean,control_se,treatment_n,treatment_mean,treatment_se,obs_lift,obs_lift_se,true_effect
exp_28,tab_usage,5,212952,2.16911239,0.00376038,194717,2.08093674,0.00377265,-0.04065057,0.00240646,-0.03596962
exp_28,tab_usage,6,217515,2.18894006,0.00375473,203357,2.1413007,0.00379873,-0.02176366,0.00241399,-0.03056429
exp_28,tab_usage,7,212169,2.29978225,0.00399425,197968,2.27267995,0.0040863,-0.01178473,0.0024704,-0.02579837
exp_28,tab_usage,8,223748,2.41370064,0.0040822,205659,2.37504362,0.00418975,-0.01601566,0.00240469,-0.02159621
exp_28,tab_usage,9,225322,2.4311903,0.00409739,210049,2.38637022,0.0041655,-0.01843545,0.00238164,-0.01789113
exp_28,tab_usage,10,195506,2.36583887,0.00428051,195994,2.29715944,0.00415107,-0.02902963,0.00248291,-0.01462433
exp_28,tab_usage,11,220311,2.24026366,0.00381831,217006,2.18505796,0.00375247,-0.0246425,0.00235992,-0.01174396
exp_28,tab_usage,12,192425,2.16697136,0.00395196,192330,2.13437405,0.00389347,-0.0150428,0.00254065,-0.00920432
exp_28,tab_usage,13,206117,2.18750492,0.00385462,229911,2.18853702,0.00365144,0.00047182,0.00242781,-0.00696509
exp_28,tab_usage,14,202558,2.29397247,0.00407759,200095,2.32003842,0.00414923,0.0113628,0.00255017,-0.00499074
exp_28,tab_usage,15,220095,2.40486533,0.00410087,211270,2.42028992,0.00421249,0.00641391,0.00245225,-0.00324994
exp_28,tab_usage,16,221463,2.43526153,0.00413985,199056,2.43123377,0.00435942,-0.00165394,0.00246675,-0.00171506
exp_28,tab_usage,17,197046,2.35785235,0.00424935,204437,2.33220878,0.00412646,-0.01087582,0.00249811,-0.00036174
exp_28,tab_usage,18,213639,2.24202948,0.00388053,205004,2.21464612,0.00391303,-0.01221365,0.00244317,0.00083149
exp_28,tab_usage,19,200805,2.17215805,0.00387788,221137,2.15885946,0.00367268,-0.0061223,0.00245093,0.00188358
exp_28,tab_usage,20,192492,2.1956754,0.00400361,227939,2.22337042,0.00372557,0.01261344,0.00250764,0.00281121
exp_28,tab_usage,21,188570,2.29754366,0.0042327,208259,2.33902185,0.00410036,0.01805328,0.00258895,0.00362911
exp_28,tab_usage,22,200276,2.4051029,0.00429941,195403,2.44100391,0.00441767,0.01492702,0.00258176,0.00435026
exp_28,tab_usage,23,209007,2.43086935,0.00425374,215443,2.44492897,0.00421396,0.00578378,0.00247037,0.00498611
exp_28,tab_usage,24,199183,2.36315149,0.00423599,203991,2.34965893,0.00416188,-0.00570956,0.00250564,0.00554674
exp_28,tab_usage,25,209896,2.24168997,0.00391438,203392,2.22948779,0.00395483,-0.0054433,0.00247558,0.00604105
exp_28,tab_usage,26,219589,2.16957946,0.00370391,189501,2.16828124,0.00398474,-0.00059837,0.00250685,0.00647689
exp_28,tab_usage,27,227835,2.1877603,0.00366673,193327,2.21944085,0.0040382,0.01448081,0.00250959,0.00686117
exp_28,tab_usage,28,211783,2.30549395,0.00400782,207533,2.34394127,0.00411617,0.01667639,0.0025122,0.0072
exp_28,tab_usage,29,213297,2.40930081,0.00417339,218658,2.45572293,0.00420133,0.01926788,0.00248155,0.00749875
exp_28,tab_usage,30,228984,2.43587337,0.00407232,221238,2.45425092,0.00417426,0.00754454,0.0024029,0.00776216
exp_28,tab_usage,31,226526,2.3652104,0.00397558,222180,2.35246343,0.00399264,-0.00538936,0.00237581,0.0079944
exp_28,tab_usage,32,193734,2.24510681,0.0040806,198978,2.22892897,0.00399746,-0.00720582,0.00253502,0.00819918
exp_28,tab_usage,33,193973,2.16762006,0.00393734,197467,2.17676125,0.0039188,0.00421715,0.00256822,0.00837973
exp_28,tab_usage,34,194359,2.18437009,0.00396382,226840,2.22182626,0.00373199,0.01714736,0.0025151,0.00853893
exp_28,tab_usage,35,196205,2.29900241,0.00415216,214993,2.34294366,0.0040424,0.01911318,0.00254549,0.00867929
exp_28,tab_usage,36,205633,2.41160011,0.0042545,194488,2.45527553,0.00445393,0.01811056,0.00257625,0.00880305
exp_28,tab_usage,37,221978,2.44086621,0.00414457,190275,2.4553658,0.00450314,0.00594034,0.00251419,0.00891217
exp_28,tab_usage,38,222202,2.35430198,0.00399556,192124,2.35222781,0.00429317,-0.00088101,0.00249008,0.00900838
exp_28,tab_usage,39,195016,2.2514589,0.00407867,227994,2.23509145,0.00374476,-0.00726971,0.00244963,0.00909321
exp_28,tab_usage,40,195330,2.16977075,0.00392753,201936,2.17139984,0.00386565,0.00075081,0.00254077,0.00916801
exp_28,tab_usage,41,217035,2.19204269,0.00376421,216444,2.22533505,0.0038266,0.01518782,0.00246708,0.00923396
exp_28,photo_review_starts,0,215692,0.06027512,0.00051245,199261,0.06615934,0.00055683,0.09762269,0.0131311,0.09183077
exp_28,photo_review_starts,1,211781,0.06228079,0.00052513,195376,0.06778883,0.00056872,0.08843884,0.01294646,0.07847322
exp_28,photo_review_starts,2,212086,0.06273252,0.00052653,213301,0.06745716,0.00054307,0.07531412,0.01250592,0.06824259
exp_28,photo_review_starts,3,217832,0.06133877,0.00051412,201906,0.06570694,0.00055141,0.07121394,0.0127053,0.0604069
exp_28,photo_review_starts,4,204978,0.05869128,0.00051916,186001,0.06237725,0.00056075,0.06280271,0.01340388,0.0544055
exp_28,photo_review_starts,5,205898,0.05634965,0.00050819,204646,0.05915953,0.00052152,0.04986504,0.01324017,0.04980899
exp_28,photo_review_starts,6,212774,0.0566565,0.00050119,194746,0.05996623,0.00053801,0.05841748,0.01333555,0.0462885
exp_28,photo_review_starts,7,212047,0.05953239,0.00051385,188110,0.06133318,0.00055322,0.03024894,0.01286199,0.04359213
exp_28,photo_review_starts,8,213723,0.06232512,0.00052292,217195,0.06612618,0.00053322,0.06098763,0.01234659,0.04152697
exp_28,photo_review_starts,9,189987,0.06273745,0.00055633,215888,0.06656013,0.00053646,0.06093142,0.0127132,0.03994525
exp_28,photo_review_starts,10,194840,0.06243186,0.00054811,213796,0.06302609,0.00052556,0.00951796,0.01222357,0.03873381
exp_28,photo_review_starts,11,202666,0.05729717,0.00051625,209355,0.06043956,0.00052081,0.05484374,0.01315117,0.03780595
exp_28,photo_review_starts,12,218980,0.0567923,0.00049459,205295,0.05970867,0.00052295,0.05135141,0.01298543,0.0370953
exp_28,photo_review_starts,13,194988,0.05797164,0.00052922,190076,0.05911572,0.00054095,0.01973519,0.01318073,0.03655101
exp_28,photo_review_starts,14,188362,0.06046274,0.00054917,192391,0.06219583,0.00055061,0.02866371,0.01304697,0.03613414
exp_28,photo_review_starts,15,213106,0.06217627,0.00052309,216347,0.06556991,0.00053217,0.05458097,0.01232773,0.03581485
exp_28,photo_review_starts,16,211601,0.06320819,0.00052899,201363,0.06566329,0.00055198,0.03884152,0.01232267,0.03557031
exp_28,photo_review_starts,17,218454,0.06121103,0.00051288,190067,0.06392669,0.0005611,0.0443655,0.01267291,0.03538301
exp_28,photo_review_starts,18,201695,0.05863979,0.00052315,203998,0.06034346,0.00052721,0.02905307,0.01284978,0.03523956
exp_28,photo_review_starts,19,198883,0.05770338,0.00052287,186145,0.05863827,0.00054456,0.01620162,0.01318526,0.03512969
exp_28,photo_review_starts,20,203848,0.05703555,0.00051365,208028,0.05816657,0.00051317,0.01983015,0.01285714,0.03504554
exp_28,photo_review_starts,21,185333,0.06027271,0.00055282,184677,0.06274341,0.0005643,0.04099215,0.01337229,0.03498109
exp_28,photo_review_starts,22,207133,0.06336702,0.00053529,190842,0.06504865,0.00056452,0.02653801,0.01243233,0.03493172
exp_28,photo_review_starts,23,208597,0.06334263,0.00053332,187936,0.0657002,0.00057151,0.03721928,0.01255662,0.03489392
exp_28,photo_review_starts,24,217302,0.06147153,0.00051526,211543,0.06303531,0.00052839,0.0254392,0.01215591,0.03486496
exp_28,photo_review_starts,25,215283,0.05838129,0.00050532,206732,0.06000374,0.00052233,0.02779062,0.012617,0.03484278
exp_28,photo_review_starts,26,221667,0.05629612,0.00048956,216537,0.05838615,0.00050388,0.03712565,0.01270646,0.03482579
exp_28,photo_review_starts,27,204665,0.0577935,0.00051581,200195,0.05907999,0.00052695,0.02226009,0.01289873,0.03481278
exp_28,photo_review_starts,28,183367,0.05977264,0.00055361,201705,0.0621203,0.00053744,0.03927655,0.013172,0.03480282
exp_28,photo_review_starts,29,209094,0.06341942,0.00053298,189292,0.06600667,0.00057069,0.04079586,0.01254929,0.03479519
exp_28,photo_review_starts,30,198188,0.06447209,0.00055167,193421,0.06663873,0.00056707,0.03360591,0.01247326,0.03478934
exp_28,photo_review_starts,31,189003,0.06144878,0.0005524,195995,0.0633312,0.00055015,0.03063395,0.01288388,0.03478486
exp_28,photo_review_starts,32,199499,0.05948779,0.00052957,191000,0.06047886,0.00054543,0.0166601,0.01288325,0.03478143
exp_28,photo_review_starts,33,208388,0.05551094,0.00050159,191523,0.05831009,0.00053545,0.05042526,0.01353258,0.03477881
exp_28,photo_review_starts,34,181627,0.05680912,0.00054315,181855,0.05943472,0.00055444,0.04621807,0.01397524,0.0347768
exp_28,photo_review_starts,35,196570,0.06012142,0.00053616,212364,0.06227891,0.00052441,0.03588555,0.01270512,0.03477526
exp_28,photo_review_starts,36,209443,0.0632448,0.00053185,196000,0.06486123,0.00055629,0.02555828,0.01231856,0.03477408
exp_28,photo_review_starts,37,215753,0.06361309,0.00052544,189703,0.06617521,0.00057075,0.04027659,0.01242306,0.03477317
exp_28,photo_review_starts,38,195128,0.0621868,0.0005467,202263,0.06460767,0.00054661,0.03892911,0.01267604,0.03477248
exp_28,photo_review_starts,39,197603,0.0583559,0.00052734,196767,0.05976072,0.00053438,0.02407342,0.01301901,0.03477195
exp_28,photo_review_starts,40,207525,0.05694307,0.00050869,196920,0.05840774,0.00052847,0.02572169,0.01304201,0.03477154
exp_28,photo_review_starts,41,185439,0.05654165,0.00053635,217954,0.05948238,0.00050664,0.05200986,0.01341168,0.03477123
exp_28,review_completions,0,174643,0.13983905,0.00082991,170658,0.14711729,0.00085746,0.05204728,0.00875106,0.05273115
exp_28,review_completions,1,175630,0.14635395,0.00084342,165321,0.15414055,0.00088806,0.05320389,0.00858241,0.04819491
exp_28,review_completions,2,181839,0.14762487,0.00083186,154549,0.15466176,0.00091976,0.04766738,0.00858311,0.04421808
exp_28,review_completions,3,160534,0.14298371,0.00087368,159393,0.14836834,0.00089035,0.03765903,0.00888688,0.04073167
exp_28,review_completions,4,158854,0.13732394,0.00086357,157436,0.13996861,0.00087442,0.01925859,0.00903493,0.0376752
exp_28,review_completions,5,154493,0.13345272,0.00086518,168900,0.13661462,0.00083567,0.02369301,0.00912451,0.03499565
exp_28,review_completions,6,172538,0.13283502,0.00081708,165802,0.13796916,0.00084695,0.0386505,0.00902607,0.03264654
exp_28,review_completions,7,180071,0.13950538,0.00081648,174267,0.14410192,0.00084128,0.03294883,0.008539,0.03058713
exp_28,review_completions,8,183640,0.14575258,0.00082341,157157,0.15001783,0.00090076,0.02926364,0.00848551,0.02878168
exp_28,review_completions,9,173509,0.14772476,0.00085184,170993,0.15204608,0.00086833,0.02925249,0.0083532,0.02719887
exp_28,review_completions,10,171998,0.14328279,0.0008448,180830,0.14626482,0.00083099,0.02081214,0.00835831,0.02581126
exp_28,review_completions,11,165203,0.13512605,0.00084108,185209,0.13921582,0.00080438,0.03026632,0.00874984,0.02459476
exp_28,review_completions,12,166099,0.13213594,0.00083091,172900,0.13557101,0.00082329,0.0259965,0.00896914,0.02352829
exp_28,review_completions,13,172718,0.13290116,0.00081683,180511,0.13606609,0.00080698,0.02381415,0.00874443,0.02259333
exp_28,review_completions,14,161147,0.14159575,0.00086848,179587,0.14354744,0.00082739,0.01378355,0.00853282,0.02177366
exp_28,review_completions,15,178764,0.14693753,0.00083737,162717,0.14970624,0.00088448,0.01884282,0.00836333,0.02105508
exp_28,review_completions,16,169055,0.14828192,0.00086433,181081,0.15241174,0.00084463,0.02785115,0.00826686,0.02042512
exp_28,review_completions,17,170545,0.14254833,0.00084658,182261,0.14727047,0.00083007,0.03312658,0.00845897,0.01987284
exp_28,review_completions,18,179279,0.13622288,0.00081014,167775,0.1390245,0.00084465,0.02056645,0.0086767,0.01938867
exp_28,review_completions,19,182307,0.13199387,0.00079275,154470,0.13585976,0.0008718,0.0292884,0.00904651,0.0189642
exp_28,review_completions,20,185083,0.13395742,0.00079172,169697,0.13613752,0.00083248,0.01627455,0.00864274,0.01859208
exp_28,review_completions,21,173609,0.14100242,0.00083526,172851,0.1432867,0.00084272,0.01620034,0.00848277,0.01826585
exp_28,review_completions,22,175994,0.14544391,0.00084037,166819,0.14667939,0.0008662,0.00849459,0.00833204,0.01797985
exp_28,review_completions,23,155519,0.14900543,0.00090297,174642,0.15058106,0.0008558,0.01057435,0.00839588,0.01772912
exp_28,review_completions,24,177023,0.14467446,0.00083608,175596,0.14683379,0.00084464,0.01492545,0.00827565,0.01750931
exp_28,review_completions,25,167590,0.13610425,0.00083761,173723,0.13875174,0.00082938,0.01945194,0.00874616,0.01731661
exp_28,review_completions,26,160471,0.13230337,0.00084581,158818,0.13307773,0.0008523,0.00585285,0.00910214,0.01714767
exp_28,review_completions,27,176422,0.13338626,0.00080945,171802,0.13475249,0.00082381,0.01024263,0.00870224,0.01699956
exp_28,review_completions,28,176581,0.13952902,0.00082457,155046,0.14286279,0.0008887,0.02389304,0.00878526,0.01686972
exp_28,review_completions,29,173817,0.14608727,0.00084716,158800,0.1489873,0.00089355,0.01985131,0.00850817,0.01675589
exp_28,review_completions,30,182445,0.14825971,0.00083195,185242,0.15086451,0.0008316,0.01756917,0.00800413,0.0166561
exp_28,review_completions,31,176106,0.1434091,0.0008352,157149,0.14525998,0.00088886,0.01290631,0.00855656,0.01656861
exp_28,review_completions,32,166176,0.13622758,0.00084149,166904,0.13993387,0.00084917,0.02720658,0.00889476,0.01649191
exp_28,review_completions,33,184348,0.1311475,0.0007862,180222,0.13401606,0.00080247,0.02187275,0.00865835,0.01642467
exp_28,review_completions,34,184111,0.13273036,0.00079072,158710,0.13364267,0.00085412,0.00687342,0.00879708,0.01636573
exp_28,review_completions,35,159336,0.13965158,0.00086837,156689,0.14113524,0.00087955,0.01062404,0.00889706,0.01631405
exp_28,review_completions,36,183363,0.14635567,0.00082544,175665,0.14795617,0.00084714,0.01093567,0.00812481,0.01626874
exp_28,review_completions,37,174821,0.14654199,0.00084581,156032,0.15200757,0.00090891,0.03729705,0.00862062,0.01622903
exp_28,review_completions,38,162179,0.1449539,0.0008742,157200,0.14699985,0.00089311,0.01411451,0.00868149,0.01619421
exp_28,review_completions,39,172929,0.13633155,0.00082516,185216,0.13819254,0.00080188,0.01365047,0.00849922,0.01616368
exp_28,review_completions,40,178509,0.13169398,0.00080037,180898,0.13328859,0.00079913,0.01210845,0.00864044,0.01613692
exp_28,review_completions,41,153810,0.13320325,0.00086641,164160,0.13595736,0.00084593,0.02067605,0.00918729,0.01611346
exp_28,review_length,0,296158,48.10964499,0.07956333,343375,51.92290649,0.07974752,0.07926189,0.00243587,0.09614912
exp_28,review_length,1,284273,50.29511105,0.08489859,288009,53.6446444,0.0899634,0.06659759,0.00253792,0.08021537
exp_28,review_length,2,329474,50.65780794,0.07942886,284996,54.03200126,0.09109073,0.06660757,0.00245566,0.06758257
exp_28,review_length,3,345199,49.20160953,0.07536801,288358,52.53178566,0.08804378,0.06768429,0.00242425,0.05756689
exp_28,review_length,4,318385,46.70659849,0.07449797,334443,49.84288808,0.07756837,0.06714875,0.0023781,0.04962614
exp_28,review_length,5,298618,45.14262851,0.07434835,328006,47.51779626,0.07467202,0.05261474,0.00239616,0.04333046
exp_28,review_length,6,308864,45.68278784,0.07397951,287778,47.20638644,0.07919805,0.0333517,0.00240955,0.03833904
exp_28,review_length,7,319196,47.84740395,0.07622057,295693,48.95310344,0.08102186,0.02310887,0.00235025,0.03438168
exp_28,review_length,8,303086,50.30867874,0.08224367,324031,51.15041426,0.08087204,0.01673142,0.00231231,0.03124416
exp_28,review_length,9,288895,50.86012286,0.08516279,322365,52.10354135,0.08259159,0.02444781,0.00236212,0.02875664
exp_28,review_length,10,337678,49.14205763,0.07611048,340540,51.05513408,0.07874044,0.03892951,0.00227079,0.02678445
exp_28,review_length,11,284341,46.77026734,0.07893918,318917,48.60148622,0.07745567,0.03915348,0.00241221,0.02522084
exp_28,review_length,12,322396,45.21069127,0.07166199,286934,46.8464676,0.07870972,0.03618118,0.00239342,0.02398115
exp_28,review_length,13,287047,45.80162697,0.07693907,311125,46.51847684,0.07505861,0.01565119,0.00236568,0.02299829
exp_28,review_length,14,315437,47.951609,0.07684036,283801,48.38504904,0.08174228,0.00903911,0.00234956,0.02221905
exp_28,review_length,15,343165,50.20618558,0.07713442,299693,50.44476364,0.08293165,0.00475197,0.00226084,0.02160124
exp_28,review_length,16,312799,50.72284703,0.08162317,295388,51.68018181,0.08557957,0.01887384,0.00235262,0.02111142
exp_28,review_length,17,283170,49.33043608,0.08343223,342525,50.83360482,0.07817129,0.03047143,0.00235554,0.02072307
exp_28,review_length,18,295008,46.84888849,0.07762916,321864,48.45527519,0.07686832,0.03428868,0.00237262,0.02041518
exp_28,review_length,19,327802,45.16520135,0.07099711,334316,46.53927522,0.07244085,0.03042329,0.00227951,0.02017108
exp_28,review_length,20,328948,45.6347192,0.0716101,321249,46.5481958,0.07391362,0.02001714,0.00227713,0.01997754
exp_28,review_length,21,292270,47.91739451,0.07977073,287305,48.09608447,0.08075709,0.00372912,0.00237329,0.0198241
exp_28,review_length,22,315497,50.11399684,0.08029785,311908,50.38050113,0.08118798,0.00531796,0.00228459,0.01970245
exp_28,review_length,23,325772,50.82785674,0.08014703,291233,51.55893778,0.08598569,0.01438347,0.00232815,0.019606
exp_28,review_length,24,315748,49.20571531,0.07881117,325481,50.64272424,0.0798908,0.02920411,0.00231376,0.01952953
exp_28,review_length,25,288526,46.75919539,0.07834604,311786,48.49972183,0.0781724,0.03722319,0.00241147,0.0194689
exp_28,review_length,26,289045,45.19663299,0.07565992,320760,46.56605881,0.07399833,0.03029929,0.00237809,0.01942083
exp_28,review_length,27,296060,45.7273828,0.07563608,284600,46.42902521,0.07832757,0.01534403,0.00239888,0.01938273
exp_28,review_length,28,327408,48.07564065,0.07561761,298991,48.23862326,0.07939778,0.00339013,0.00228436,0.01935251
exp_28,review_length,29,338222,50.28982523,0.07782546,295787,50.54260194,0.08363933,0.0050264,0.00227707,0.01932856
exp_28,review_length,30,335271,50.9510896,0.07919504,314001,51.49933533,0.08271392,0.01076024,0.00225913,0.01930956
exp_28,review_length,31,311702,49.22893709,0.07935845,312979,50.77074612,0.08167675,0.03131916,0.00234875,0.01929451
exp_28,review_length,32,298053,46.81819823,0.07718101,326105,48.29359462,0.07611203,0.03151331,0.00235255,0.01928257
exp_28,review_length,33,332757,45.20586903,0.07052998,342348,46.35340907,0.07130013,0.02538476,0.00224656,0.0192731
exp_28,review_length,34,309067,45.85004966,0.07422599,324917,46.51247636,0.07343883,0.01444768,0.00229403,0.0192656
exp_28,review_length,35,295405,48.07413298,0.07960586,306879,48.3304011,0.07851983,0.00533069,0.00233217,0.01925965
exp_28,review_length,36,290000,50.36295439,0.08416949,322397,50.48572057,0.08002314,0.00243763,0.00230899,0.01925493
exp_28,review_length,37,344380,50.8016568,0.07791147,316849,51.54583377,0.08241569,0.01464868,0.00224796,0.01925119
exp_28,review_length,38,329966,49.34889898,0.07731885,335043,50.65507924,0.07876173,0.02646828,0.00226578,0.01924823
exp_28,review_length,39,287745,46.66200212,0.07828922,341215,48.41990543,0.07460233,0.03767312,0.00236372,0.01924588
exp_28,review_length,40,328171,45.09851291,0.07085241,285422,46.57887619,0.07846713,0.0328251,0.00237912,0.01924401
exp_28,review_length,41,344431,45.75182104,0.07016165,337976,46.65652505,0.07222906,0.01977416,0.00222215,0.01924254
exp_29,draft_abandonment,0,190415,0.31043775,0.00106029,169253,0.31430614,0.00112843,0.01246108,0.00501705,0.01457556
exp_29,draft_abandonment,1,179055,0.32434762,0.0011063,196633,0.33010235,0.00106047,0.01774246,0.00476869,0.01457556
exp_29,draft_abandonment,2,183170,0.32744031,0.00109649,188868,0.33470375,0.00108582,0.02218247,0.00476582,0.01457556
exp_29,draft_abandonment,3,184902,0.31920376,0.00108411,171917,0.32304632,0.00112785,0.01203795,0.00492936,0.01457556
exp_29,draft_abandonment,4,184895,0.30383278,0.00106958,190505,0.30818363,0.00105791,0.01431988,0.00498731,0.01457556
exp_29,draft_abandonment,5,195252,0.2920713,0.00102906,193294,0.29739887,0.00103972,0.01824063,0.00505401,0.01457556
exp_29,draft_abandonment,6,170402,0.29563796,0.00110545,180001,0.29925555,0.00107935,0.01223655,0.00525883,0.01457556
exp_29,draft_abandonment,7,191508,0.31101688,0.0010578,186080,0.31475312,0.00107661,0.01201298,0.00488156,0.01457556
exp_29,draft_abandonment,8,176407,0.32296941,0.00111334,169955,0.32996449,0.00114055,0.02165865,0.00498745,0.01457556
exp_29,draft_abandonment,9,169661,0.32763195,0.00113948,189591,0.33489072,0.0010839,0.02215525,0.00485619,0.01457556
exp_29,draft_abandonment,10,168750,0.31637977,0.00113211,181044,0.3217206,0.00109787,0.01688107,0.00502813,0.01457556
exp_29,draft_abandonment,11,174326,0.30267801,0.00110034,178311,0.30497018,0.00109029,0.00757296,0.00513732,0.01457556
exp_29,draft_abandonment,12,196018,0.2928854,0.00102789,178806,0.29679774,0.00108039,0.01335792,0.00512397,0.01457556
exp_29,draft_abandonment,13,166312,0.29639196,0.00111979,197021,0.29996454,0.00103238,0.01205358,0.00517227,0.01457556
exp_29,draft_abandonment,14,184708,0.31150613,0.00107756,182851,0.31600927,0.00108724,0.01445602,0.00494939,0.01457556
exp_29,draft_abandonment,15,164862,0.32475405,0.00115332,168137,0.32983047,0.00114658,0.01563158,0.00504725,0.01457556
exp_29,draft_abandonment,16,184224,0.32990368,0.00109544,163770,0.3335357,0.00116504,0.01100931,0.00487248,0.01457556
exp_29,draft_abandonment,17,179050,0.31768049,0.00110028,180977,0.32114011,0.00109755,0.01089028,0.0049188,0.01457556
exp_29,draft_abandonment,18,175179,0.30230748,0.00109727,165591,0.30549676,0.00113194,0.01054978,0.00524155,0.01457556
exp_29,draft_abandonment,19,177608,0.29393804,0.00108098,191524,0.29626003,0.00104335,0.00789959,0.00513211,0.01457556
exp_29,draft_abandonment,20,197578,0.29429175,0.00102526,197907,0.30092544,0.001031,0.02254121,0.00499636,0.01457556
exp_29,draft_abandonment,21,197591,0.31118882,0.00104155,180689,0.31445958,0.00109228,0.0105105,0.00487435,0.01457556
exp_29,draft_abandonment,22,163107,0.32443509,0.00115921,174601,0.32876991,0.00112424,0.01336116,0.00501174,0.01457556
exp_29,draft_abandonment,23,165090,0.32845384,0.00115589,166783,0.33176795,0.00115294,0.01009004,0.00499572,0.01457556
exp_29,draft_abandonment,24,196123,0.31811662,0.00105168,177734,0.32262172,0.00110886,0.01416182,0.00483645,0.01457556
exp_29,draft_abandonment,25,168104,0.30279591,0.00112064,179897,0.30636165,0.00108686,0.01177606,0.00518705,0.01457556
exp_29,draft_abandonment,26,173325,0.29115588,0.00109121,171200,0.29541682,0.00110264,0.01463457,0.0053668,0.01457556
exp_29,draft_abandonment,27,180118,0.29437719,0.00107389,164350,0.30043814,0.00113085,0.02058906,0.00534965,0.01457556
exp_29,draft_abandonment,28,185777,0.30961473,0.00107266,180758,0.31500886,0.00109258,0.01742207,0.00498772,0.01457556
exp_29,draft_abandonment,29,164134,0.32390208,0.00115508,197798,0.33004153,0.0010573,0.01895465,0.00488461,0.01457556
exp_29,draft_abandonment,30,197174,0.3284765,0.00105769,180504,0.33204629,0.00110848,0.01086773,0.0046886,0.01457556
exp_29,draft_abandonment,31,187975,0.31905308,0.00107507,197233,0.32240681,0.00105244,0.01051152,0.00474078,0.01457556
exp_29,draft_abandonment,32,188729,0.30144188,0.00105629,171476,0.3043489,0.00111117,0.00964374,0.00510929,0.01457556
exp_29,draft_abandonment,33,192038,0.29138301,0.00103692,197846,0.29505342,0.00102533,0.01259654,0.00503657,0.01457556
exp_29,draft_abandonment,34,183965,0.29494843,0.0010632,185275,0.30026258,0.0010649,0.01801723,0.00514799,0.01457556
exp_29,draft_abandonment,35,194664,0.30916021,0.00104746,186213,0.31368719,0.00107524,0.01464283,0.00489017,0.01457556
exp_29,draft_abandonment,36,163761,0.32555763,0.00115793,196391,0.33011647,0.00106114,0.01400315,0.0048612,0.01457556
exp_29,draft_abandonment,37,170229,0.32640215,0.00113648,193460,0.33332897,0.00107176,0.02122174,0.00483992,0.01457556
exp_29,draft_abandonment,38,196921,0.31844724,0.00104984,176155,0.32241974,0.00111364,0.01247458,0.00483435,0.01457556
exp_29,draft_abandonment,39,166818,0.30185867,0.00112396,179227,0.30548198,0.00108801,0.01200331,0.00521446,0.01457556
exp_29,draft_abandonment,40,177058,0.29136401,0.00107987,164017,0.29860189,0.00113001,0.02484137,0.00542853,0.01457556
exp_29,draft_abandonment,41,185953,0.29545468,0.00105803,183022,0.30080533,0.00107199,0.0181099,0.00514361,0.01457556
exp_29,tab_usage,0,394366,2.30029434,0.00293038,365404,2.14383801,0.00283723,-0.06801579,0.001712,-0.06089231
exp_29,tab_usage,1,342173,2.40849684,0.00329392,365717,2.25805881,0.00298712,-0.06246137,0.00178388,-0.05125896
exp_29,tab_usage,2,399269,2.43416582,0.00308182,356626,2.31269745,0.00309815,-0.04990144,0.00175126,-0.04302095
exp_29,tab_usage,3,379196,2.35785372,0.0030632,351410,2.27848808,0.00307489,-0.03366012,0.00181018,-0.03597616
exp_29,tab_usage,4,368965,2.24011045,0.0029503,368239,2.1931639,0.00289132,-0.02095725,0.00182443,-0.02995177
exp_29,tab_usage,5,389304,2.16343178,0.00277389,358555,2.13288221,0.00284957,-0.01412088,0.00182558,-0.02479997
exp_29,tab_usage,6,348499,2.19227548,0.00297087,348799,2.15249013,0.0029157,-0.01814797,0.00188129,-0.02039438
exp_29,tab_usage,7,336686,2.29121891,0.00315896,354755,2.24535038,0.00301585,-0.02001927,0.00188629,-0.01662691
exp_29,tab_usage,8,357501,2.40816193,0.00322209,362425,2.34504728,0.00311625,-0.02620864,0.00183634,-0.01340513
exp_29,tab_usage,9,375808,2.43223547,0.00317404,400697,2.39367376,0.00302515,-0.01585443,0.00178785,-0.01065001
exp_29,tab_usage,10,353451,2.35964237,0.0031752,387893,2.34682872,0.0030145,-0.00543034,0.00185018,-0.00829396
exp_29,tab_usage,11,336862,2.23646235,0.00308266,346338,2.24998636,0.00305858,0.00604705,0.00194763,-0.00627916
exp_29,tab_usage,12,396862,2.16579716,0.00275035,367370,2.1739122,0.00286933,0.00374691,0.00183846,-0.00455619
exp_29,tab_usage,13,374254,2.19357888,0.00286853,391048,2.18877222,0.00280011,-0.00219124,0.00182539,-0.00308279
exp_29,tab_usage,14,364315,2.30265054,0.00305196,369804,2.28157172,0.0030015,-0.00915416,0.00185035,-0.0018228
exp_29,tab_usage,15,377823,2.40757331,0.00313347,383726,2.3792059,0.00307264,-0.01178257,0.00181191,-0.00074531
exp_29,tab_usage,16,387073,2.43420535,0.00313005,376418,2.41955353,0.00315493,-0.00601914,0.00182028,0.00017611
exp_29,tab_usage,17,386022,2.35799052,0.00303617,345730,2.3671876,0.00322073,0.00390039,0.00188056,0.00096407
exp_29,tab_usage,18,386320,2.23793358,0.00288047,337841,2.25921781,0.00310951,0.00951066,0.00190234,0.0016379
exp_29,tab_usage,19,377035,2.170064,0.0028273,401677,2.19701722,0.00277322,0.01242047,0.00183658,0.00221413
exp_29,tab_usage,20,359385,2.19128207,0.00292421,391695,2.20661529,0.00282061,0.00699737,0.00186083,0.00270689
